fsym-id	Security	Ticker	Position	MV	factset_entity_id	fs_perm_sec_id	fsym_id	Security Name
JLRSP8-S	COSTAMARE INC  COM	CMRE-NYS	135778	706046	002FYS-E	R96S0L-S-HK	R96S0L-S	ENERCHINA HOLDINGS LTD  ORD
KHX8Q2-S	VIRCO MANUFACTURING CO  COM	VIRC-NAS	163028	705911	002FYS-E	PQVR4X-S-CA	PQVR4X-S	ENERFLEX LTD  COM
HY40GV-S	CALADRIUS BIOSCIENCES INC  COM	CLBS-NAS	191113	691829	002FYS-E	M2SH5P-S-PL	M2SH5P-S	ENERGA SA  ORD
KYJQDJ-S	VICAL INC  COM	VICL-NAS	576326	691591	002FYS-E	T82MYM-S-GB	T82MYM-S	ENERGEAN OIL & GAS PLC  ORD
SW4BFV-S	CLEARONE INC  COM	CLRO-NAS	341110	689042	002FYS-E	X5D86R-S-BR	X5D86R-S	ENERGETICA SAO PAULO (CESP)  PFD B
F5TN25-S	EMMIS COMMUNICATIONS CORP  CL A	EMMS-NAS	192242	688226	002FYS-E	DZ6YT6-S-BR	DZ6YT6-S	ENERGISA SA  ORD/4PFD
PWQFZR-S	CLEARSIDE BIOMEDICAL INC  COM	CLSD-NAS	496434	685079	002FYS-E	MXTG4X-S-US	MXTG4X-S	ENERGIZER HOLDINGS INC  COM NEW
KNJGTG-S	EROS INTERNATIONAL PLC  CL A	EROS-NYS	74878	684385	002FYS-E	S8313C-S-US	S8313C-S	ENERGOUS CORP  COM
T8HVXS-S	IMAGE SENSING SYSTEMS INC  COM	ISNS-NAS	134301	679563	002FYS-E	JSRCNG-S-TH	JSRCNG-S	ENERGY ABSOLUTE PCL  FGN
STVKLJ-S	CITIZENS FIRST CORP  COM	CZFC-NAS	27378	679248	002FYS-E	S9HW81-S-TH	S9HW81-S	ENERGY ABSOLUTE PCL  ORD
LDJR9Z-S	BIOPHARMX CORP  COM	BPMX-ASE	302588	665693	002FYS-E	LHNDJK-S-PH	LHNDJK-S	ENERGY DEVELOPMENT CORP  ORD
SP9T4F-S	CYNERGISTEK INC  COM	CTEK-ASE	133583	663908	002FYS-E	LY5SD4-S-US	LY5SD4-S	ENERGY FOCUS INC  COM
KJX9X6-S	STEIN MART INC  COM	SMRT-NAS	669313	662620	002FYS-E	CW2008-S-CA	CW2008-S	ENERGY FUELS INC  COM
NFMVYM-S	NL INDUSTRIES INC  COM	NL-NYS	170263	660620	002FYS-E	XP7RR4-S-US	XP7RR4-S	ENERGY RECOVERY INC  COM
FBB1Z0-S	DESTINATION MATERNITY CORP  COM	DEST-NAS	301007	656195	002FYS-E	PK78J9-S-TR	PK78J9-S	ENERJISA ENERJI AS  ORD
KY0PH4-S	MOLECULIN BIOTECH INC  COM	MBRX-NAS	799049	647230	002FYS-E	S38Y7Y-S-CA	S38Y7Y-S	ENERPLUS CORP  COM
KC2YJK-S	BELLEROPHON THERAPEUTICS INC  COM	BLPH-NAS	989267	645991	002FYS-E	WCD2S8-S-US	WCD2S8-S	ENERSYS  COM
VXKNP6-S	SALISBURY BANCORP INC  COM	SAL-NAS	15478	637694	002FYS-E	LC1VNS-S-CA	LC1VNS-S	ENGHOUSE SYSTEMS LTD  COM
PZM8D4-S	SUPERIOR DRILLING PRODUCTS INC  COM	SDPI-ASE	482477	636870	002FYS-E	GV2NPF-S-BR	GV2NPF-S	ENGIE BRASIL ENERGIA SA  ORD
JMJGVH-S	BROADWIND ENERGY INC  COM	BWEN-NAS	376337	632246	002FYS-E	JK9JBS-S-CL	JK9JBS-S	ENGIE ENERGIA CHILE SA  ORD
D0N6BV-S	WORKHORSE GROUP INC  COM	WKHS-NAS	1011264	621927	002FYS-E	XGGR1X-S-FR	XGGR1X-S	ENGIE SA  ORD
VNRDMV-S	TEEKAY CORP  COM	TK-NYS	158393	620901	002FYS-E	B1K21H-S-FR	B1K21H-S	ENGIE SA  ORD PRIME FIDELITE 2020
L9RDHT-S	VOLT INFORMATION SCIENCES INC  COM	VISI-ASE	132014	620466	002FYS-E	MH78QH-S-FR	MH78QH-S	ENGIE SA  ORD TEMP 2019
	EP ENERGY CORP  CL A	EPEG-OTC	2351874	611487	002FYS-E	PKRC28-S-US	PKRC28-S	ENGILITY HOLDINGS INC  NEW COM
DQ5CNV-S	MANNATECH INC  COM	MTEX-NAS	34377	610192	002FYS-E	HHJ4WY-S-IN	HHJ4WY-S	ENGINEERS INDIA LTD  ORD
S38W3W-S	FIRST CAPITAL INC  COM	FCAP-NAS	11839	609709	002FYS-E	QKL706-S-US	QKL706-S	ENGLOBAL CORP  COM
V622W5-S	PANGAEA LOGISTICS SOLUTIONS LTD  COM	PANL-NAS	198063	608053	002FYS-E	M9GG99-S-PK	M9GG99-S	ENGRO CORP (ENGRO CHEMICAL)  ORD
GP9T21-S	ALITHYA GROUP INC  CL A SUB VTG	ALYA-NAS	187289	599325	002FYS-E	CL1NC7-S-PK	CL1NC7-S	ENGRO FERTILIZERS LTD  ORD
X9WL1M-S	BANCORP OF NEW JERSEY INC  COM	BKJ-ASE	44542	595527	002FYS-E	F4SZPG-S-IT	F4SZPG-S	ENI SPA  ORD
JH4HHW-S	LIGHTBRIDGE CORP  COM	LTBR-NAS	1076115	592939	002FYS-E	SGJSLB-S-JP	SGJSLB-S	EN JAPAN INC  ORD
R3VHD1-S	PLX PHARMA INC  COM	PLXP-NAS	112775	592069	002FYS-E	V637KR-S-CN	V637KR-S	ENJOYOR CO LTD  ORD A
XGDGQS-S	JEWETT CAMERON TRADING LTD  COM	JCTCF-NAS	68728	587624	002FYS-E	HN21M5-S-TR	HN21M5-S	ENKA INSAAT VE SANAYI AS  ORD
JH2CZD-S	VINCE HOLDING CORP  COM	VNCE-NYS	47138	584511	002FYS-E	T42ZWB-S-US	T42ZWB-S	ENLINK MIDSTREAM LLC  UNIT
D3WKMX-S	APPLIED DNA SCIENCES INC  COM	APDN-NAS	818894	583053	002FYS-E	Q0GXLJ-S-CN	Q0GXLJ-S	ENN ECOLOGICAL HOLDINGS  ORD A
SP7JZG-S	SCORPIO BULKERS INC  COM	SALT-NYS	150539	578070	002FYS-E	LSJG3P-S-HK	LSJG3P-S	ENN ENERGY HOLDINGS LTD  ORD
F96396-S	ALJ REGIONAL HOLDINGS INC  COM	ALJJ-NAS	360266	576426	002FYS-E	VZTYR5-S-US	VZTYR5-S	ENNIS INC  COM
B14641-S	LGL GROUP INC  COM	LGL-ASE	87579	572767	002FYS-E	X3GF3M-S-TW	X3GF3M-S	ENNOCONN CORP  ORD
GJYCCK-S	ENSERVCO CORP  COM	ENSV-ASE	1073215	568804	002FYS-E	GTBBV5-S-US	GTBBV5-S	ENOVA INTERNATIONAL INC  COM
NT47S6-S	VANGUARD TOTAL WORLD STOCK ETF	VT-PSE	7662	560629	002FYS-E	GJKP6Q-S-US	GJKP6Q-S	ENPHASE ENERGY INC  COM
CKR6VW-S	ARCADIA BIOSCIENCES INC  COM	RKDA-NAS	79587	557905	002FYS-E	XMYN3C-S-JP	XMYN3C-S	ENPLAS CORP  ORD
F87321-S	COMMUNITY WEST BANCSHARES  COM	CWBC-NAS	54114	550881	002FYS-E	JS2P50-S-US	JS2P50-S	ENPRO INDUSTRIES INC  COM
GG5KBN-S	HEXO CORP  COM	HEXO-TSE	82510	547041	002FYS-E	B3N84F-S-GB	B3N84F-S	ENQUEST PLC  ORD
X56G49-S	NAVIDEA BIOPHARMACEUTICALS INC  COM	NAVB-ASE	197302	544554	002FYS-E	SP9R0C-S-US	SP9R0C-S	ENSCO PLC  CL A
H57SQ5-S	BEASLEY BROADCAST GROUP INC  CL A	BBGI-NAS	130849	520779	002FYS-E	GJYCCK-S-US	GJYCCK-S	ENSERVCO CORP  COM
	ARIDIS PHARMACEUTICALS INC  COM	ARDS-NAS	45665	520581	002FYS-E	TZ6SB9-S-CA	TZ6SB9-S	ENSIGN ENERGY SERVICES INC  COM
TZ6FNZ-S	ISORAY INC  COM	ISR-ASE	1425807	520420	002FYS-E	D8JSVD-S-US	D8JSVD-S	ENSIGN GROUP INC  COM
KF5F7T-S	GRINDROD SHIPPING HOLDINGS LTD  ORD	GSH-JSE	102970	516234	002FYS-E	PZHYFD-S-US	PZHYFD-S	ENSTAR GROUP LTD  COM
R95ZHV-S	SIFCO INDUSTRIES INC  COM	SIF-ASE	186719	515344	002FYS-E	LTRJRF-S-US	LTRJRF-S	ENSYNC INC  COM
FWLXZX-S	BIO PATH HOLDINGS INC  COM	BPTH-NAS	25167	513155	002FYS-E	VW7V24-S-US	VW7V24-S	ENTASIS THERAPEUTICS HLDGS INC  COM
LSJ8XN-S	ONCOSEC MEDICAL INC  COM	ONCS-NAS	92027	512592	002FYS-E	WR3BL5-S-US	WR3BL5-S	ENTEGRA FINANCIAL CORP  COM
XCZN0K-S	STAGE STORES INC  COM	SSI-NYS	497368	512289	002FYS-E	R4SH5R-S-US	R4SH5R-S	ENTEGRIS INC  COM
	BROOKFIELD INFRASTRUCTURE PTNS  COM	BIP-NYS	12222	511735	002FYS-E	QWV4BK-S-US	QWV4BK-S	ENTERCOM COMMUNICATIONS CORP  CL A
QP1LZ4-S	SEARS HOMETOWN & OUTLET STORES  COM	SHOS-NAS	231720	509784	002FYS-E	WSV8FS-S-US	WSV8FS-S	ENTERGY CORP  COM
G8VN68-S	CANTERBURY PARK HOLDING CORP  COM	CPHC-NAS	34935	507256	002FYS-E	GST9MH-S-US	GST9MH-S	ENTERPRISE BANCORP INC  COM
LF5WLR-S	WILLAMETTE VALLEY VINEYARD INC  COM	WVVI-NAS	70163	505875	002FYS-E	KM6BBV-S-US	KM6BBV-S	ENTERPRISE FINANCIAL SERVICES  COM
C0Z9NB-S	SIGMA LABS INC  COM	SGLB-NAS	297030	499010	002FYS-E	DH9FK0-S-GB	DH9FK0-S	ENTERTAINMENT ONE LTD  ORD
KSLVX3-S	BROOKFIELD PPTY PARTNERS LP  UNITS	BPY-NAS	24031	494318	002FYS-E	H81YFG-S-NO	H81YFG-S	ENTRA ASA  ORD
SB5YJX-S	NOVA LIFESTYLE INC  COM	NVFY-NAS	561415	494045	002FYS-E	NL5F0J-S-US	NL5F0J-S	ENTRAVISION COMMUNICATIONS  CL A
	WRAP TECHNOLOGIES INC  COM	WRTC-NAS	69577	493997	002FYS-E	FWNZXV-S-US	FWNZXV-S	ENVESTNET INC  COM
	USIO INC  COM	USIO-NAS	188231	493165	002FYS-E	HCX47T-S-US	HCX47T-S	ENZO BIOCHEM INC  COM
PX63DZ-S	IMMUCELL CORP  COM	ICCC-NAS	76869	488118	002FYS-E	NKQK31-S-KR	NKQK31-S	ENZYCHEM LIFESCIENCES CORP  ORD
H6CM7Z-S	APPROACH RESOURCES INC  COM	AREX-NAS	1376864	487410	002FYS-E	W926PT-S-US	W926PT-S	EOG RESOURCES INC  COM
N6418H-S	EYENOVIA INC  COM	EYEN-NAS	81051	485495	002FYS-E	BK7HDM-S-ZA	BK7HDM-S	EOH HOLDINGS LTD  ORD
QV9M7H-S	NANTHEALTH INC  COM	NH-NAS	525467	483430	002FYS-E	RT6LNX-S-DE	RT6LNX-S	E ON SE  ORD REG
TP4M2F-S	NORDIC AMERICAN TANKERS LTD  COM	NAT-NYS	238730	482235	002FYS-E	KDKCJK-S-KR	KDKCJK-S	EO TECHNICS CO LTD  ORD
SPG04C-S	GENERAL MOLY INC  COM	GMO-ASE	2214344	480513	002FYS-E	WG9TZK-S-US	WG9TZK-S	EPAM SYSTEMS INC  COM
T6XY8J-S	AVENUE THERAPEUTICS INC  COM	ATXI-NAS	99213	471262	002FYS-E	B95RQW-S-US	B95RQW-S	EP ENERGY CORP  COM
F78F2T-S	CIVEO CORP  COM	CVEO-NYS	223523	469398	002FYS-E	HPR8LK-S-SE	HPR8LK-S	EPIROC AB  ORD A
QGLRTL-S	ALTISOURCE ASSET MANAGEMENT  COM	AAMC-ASE	14916	466125	002FYS-E	MNCRX5-S-SE	MNCRX5-S	EPIROC AB  ORD B
JKNS5Q-S	SCPHARMACEUTICALS INC  COM	SCPH-NAS	154800	464400	002FYS-E	NK65B4-S-TW	NK65B4-S	EPISTAR CORP  ORD
NW938Y-S	PERSHING GOLD CORP  COM	PGLC-NAS	399246	463125	002FYS-E	NJSZ2Q-S-US	NJSZ2Q-S	EPIZYME INC  COM
V2PJ5S-S	COMMUNITY FIRST BANCSHARES /GA/  COM	CFBI-NAS	45027	461527	002FYS-E	H2TXXX-S-US	H2TXXX-S	EPLUS INC  COM
KSWD42-S	EMCLAIRE FINANCIAL CORP  COM	EMCF-NAS	14818	456394	002FYS-E	C2VTXX-S-ZA	C2VTXX-S	EPP (ECHO POLSKA) NV  ORD
FRRJF0-S	NXT ID INC  COM	NXTD-NAS	534528	454349	002FYS-E	G0Y61X-S-US	G0Y61X-S	EPR PROPERTIES  SBI
KRLJN6-S	PAVMED INC  COM	PAVM-NAS	409406	450347	002FYS-E	M1HH8J-S-JP	M1HH8J-S	EPS HOLDINGS INC  ORD
B2K2V7-S	SANDSTORM GOLD LTD  COM	SSL-TSE	81365	445880	002FYS-E	PRN3HN-S-US	PRN3HN-S	EQT CORP  COM
JFVB8K-S	TALOS ENERGY INC  WT 2/28/21		116832	442793	002FYS-E	SHNSG9-S-BR	SHNSG9-S	EQUATORIAL ENERGIA SA  ORD
K6PDGS-S	BROADWAY FINANCIAL CORP  COM	BYFC-NAS	314815	440741	002FYS-E	NL59TF-S-US	NL59TF-S	EQUIFAX INC  COM
CNXJ70-S	SOLENO THERAPEUTICS INC  COM	SLNO-NAS	213787	440401	002FYS-E	F37601-S-US	F37601-S	EQUILLIUM INC  COM
CK874P-S	AAC HOLDINGS INC  COM	AAC-NYS	238906	439587	002FYS-E	SS2H2C-S-GB	SS2H2C-S	EQUINITI GROUP PLC  ORD
HSD7K3-S	TARO PHARMACEUTICAL INDUSTRIES  ORD	TARO-NYS	4046	437332	002FYS-E	JPYYTB-S-US	JPYYTB-S	EQUINIX INC  COM
MS9Q37-S	CHICAGO RIVET & MACHINE CO  COM	CVR-ASE	15410	435024	002FYS-E	NJ13K9-S-NO	NJ13K9-S	EQUINOR ASA  ORD
QRMD2Z-S	OCONEE FEDERAL FINANCIAL CORP  COM	OFED-NAS	16318	424431	002FYS-E	QVMS2H-S-US	QVMS2H-S	EQUITABLE FINANCIAL CORP  COM
JXBQHF-S	HV BANCORP INC  COM	HVBC-NAS	26288	423763	002FYS-E	G7QMDD-S-CA	G7QMDD-S	EQUITABLE GROUP INC  COM
J1D38Q-S	RADWARE LTD  COM	RDWR-NAS	16113	421033	002FYS-E	R9PR35-S-IN	R9PR35-S	EQUITAS HOLDINGS LTD  ORD
BHY6KT-S	INNOVATIVE SOLUTIONS & SUPPORT  COM	ISSC-NAS	139562	420082	002FYS-E	WJ7TXC-S-ZA	WJ7TXC-S	EQUITES PROPERTY FUND LTD  ORD
NK8H8V-S	BOXLIGHT CORP  CL A	BOXL-NAS	128934	412589	002FYS-E	SKPRTN-S-US	SKPRTN-S	EQUITRANS MIDSTREAM CORP  COM
FXT85Y-S	MAKEMYTRIP LTD  COM	MMYT-NAS	14894	411074	002FYS-E	CRXCB5-S-US	CRXCB5-S	EQUITY BANCSHARES INC  CL A
MXQTLX-S	EVINE LIVE INC  CL A	EVLV-NAS	869959	408011	002FYS-E	T67MZW-S-US	T67MZW-S	EQUITY COMMONWEALTH  COM
SGKSH8-S	OTTAWA BANCORP INC  COM	OTTW-NAS	30594	405982	002FYS-E	G11LK3-S-US	G11LK3-S	EQUITY LIFESTYLE PROPERTIES INC  COM
MG3L5K-S	AETHLON MEDICAL INC  COM	AEMD-NAS	425465	404192	002FYS-E	CN301K-S-US	CN301K-S	EQUITY RESIDENTIAL  SBI
M4WPY8-S	CVD EQUIPMENT CORP  COM	CVV-NAS	102709	403646	002FYS-E	Q3CNSS-S-US	Q3CNSS-S	ERA GROUP INC  COM
QNP3X6-S	INTERMOLECULAR INC  COM	IMI-NAS	348657	400956	002FYS-E	X41LRN-S-FR	X41LRN-S	ERAMET SA  ORD
JX5X5S-S	MEIRAGTX HOLDINGS PLC  COM	MGTX-NAS	23082	397703	002FYS-E	VJ35KH-S-ES	VJ35KH-S	ERCROS SA  ORD
TQXVYS-S	HISTOGENICS CORP  COM	HSGX-NAS	3424966	397296	002FYS-E	F09T7V-S-TR	F09T7V-S	EREGLI DEMIR VE CELIK FABRIKA  ORD
C36V8L-S	BRIDGFORD FOODS CORP  COM	BRID-NAS	16601	395270	002FYS-E	B0V4H5-S-JP	B0V4H5-S	EREX CO LTD  ORD
WCTWGL-S	EVERQUOTE INC  CL A	EVER-NAS	53066	394811	002FYS-E	C5HFXV-S-IT	C5HFXV-S	ERG SPA  ORD
KPH5GB-S	DIGIRAD CORP  COM	DRAD-NAS	43269	394611	002FYS-E	B5QFDJ-S-US	B5QFDJ-S	ERIE INDEMNITY CO  CL A NVTG
HG5W56-S	SEELOS THERAPEUTICS INC  COM	SEEL-NAS	117136	393577	002FYS-E	CN3ZYH-S-US	CN3ZYH-S	ERIN ENERGY CORP  COM
RR19BS-S	BANCO SANTANDER MEXICO INST  ADR B	BSMX-NYS	56886	385118	002FYS-E	GB7LBT-S-IN	GB7LBT-S	ERIS LIFESCIENCES LTD  ORD
P1Y2X1-S	BIOLASE TECHNOLOGY INC  COM	BIOL-NAS	160938	383032	002FYS-E	DGF8WN-S-AU	DGF8WN-S	ERM POWER LTD  ORD
MVMD5W-S	ENDRA LIFE SCIENCES INC  COM	NDRA-NAS	228357	379073	002FYS-E	KNJGTG-S-US	KNJGTG-S	EROS INTERNATIONAL PLC  CL A
X43KHH-S	FTE NETWORKS INC  COM	FTNW-ASE	214158	379060	002FYS-E	NT3KBF-S-AT	NT3KBF-S	ERSTE GROUP BANK (ERSTE BANK)  ORD
NB1HYH-S	OSMOTICA PHARMACEUTICALS PLC  COM	OSMT-NAS	104531	376312	002FYS-E	XD0HNC-S-US	XD0HNC-S	ESCALADE INC  COM
QLVSGB-S	HOMETOWN BANKSHARES CORP  COM	HMTA-NAS	26210	375065	002FYS-E	Q2W9GB-S-JP	Q2W9GB-S	ES CON JAPAN LTD  ORD
P7W1RP-S	VANGUARD RUSSELL 1000 VALUE INDEX FD	VONV-NAS	3424	370169	002FYS-E	MS6WQL-S-IN	MS6WQL-S	ESCORTS LTD  ORD
SHW8ZJ-S	LEAP THERAPEUTICS INC  COM	LPTX-NAS	194262	363270	002FYS-E	VBJLDJ-S-US	VBJLDJ-S	ESCO TECHNOLOGIES INC  COM
MYSVR1-S	ONCOMED PHARMACEUTICALS INC  COM	OMED-NAS	349130	363095	002FYS-E	GKHCTJ-S-AE	GKHCTJ-S	ESHRAQ PROPERTIES CO  ORD
WH5D50-S	OUTLOOK THERAPEUTICS INC  COM	OTLK-NAS	48763	360846	002FYS-E	P5HHGN-S-KR	P5HHGN-S	ESMO CORP  ORD
MWKKFW-S	MICROBOT MEDICAL INC  COM	MBOT-NAS	46177	357872	002FYS-E	S6LFR4-S-JP	S6LFR4-S	ESPEC CORP (TAIBAI ESPEC)  ORD
W6SZRX-S	MAG SILVER CORP  COM	MAG-TSE	33514	357259	002FYS-E	JFR1T8-S-US	JFR1T8-S	ESPERION THERAPEUTICS INC  COM
KW4GSV-S	AKERS BIOSCIENCES INC  COM	AKER-NAS	366669	355669	002FYS-E	WM58SM-S-US	WM58SM-S	ESPEY MANUFACTURING & ELECTRONC  COM
NBBCLK-S	ORION ENERGY SYSTEMS INC  COM	OESX-NAS	398058	352679	002FYS-E	J8B7LM-S-HK	J8B7LM-S	ESPRIT HOLDINGS LTD  ORD
FQYX9R-S	ACHIEVE LIFE SCIENCES INC  COM	ACHV-NAS	108852	351592	002FYS-E	RYVV4N-S-US	RYVV4N-S	ESQUIRE FINANCIAL HOLDINGS INC  COM
NDLPLF-S	EMERSON RADIO CORP  COM	MSN-ASE	268085	348511	002FYS-E	JDXRDC-S-SG	JDXRDC-S	ESR REIT (CAMBRIDGE INDUSTRIAL)  ORD
NCBHVN-S	INTERGROUP CORP  COM	INTG-NAS	10986	337270	002FYS-E	B2CCYW-S-US	B2CCYW-S	ESSA BANCORP INC  COM
XF1HVK-S	ARDMORE SHIPPING CORP  COM	ASC-NYS	54505	335751	002FYS-E	DH6N7D-S-US	DH6N7D-S	ESSENDANT INC  COM
X9MVTW-S	KORNIT DIGITAL LTD  COM	KRNT-NAS	14096	335485	002FYS-E	SPJ7XZ-S-US	SPJ7XZ-S	ESSENT GROUP LTD  COM
VW7V24-S	ENTASIS THERAPEUTICS HLDGS INC  COM	ETTX-NAS	49097	331650	002FYS-E	C4TSXV-S-US	C4TSXV-S	ESSENTIAL PROPERTIES REALTY TR  COM
LD5XJP-S	NATIONAL HOLDINGS CORP  COM	NHLD-NAS	109632	328896	002FYS-E	MCWNQW-S-GB	MCWNQW-S	ESSENTRA (FILTRONA) PLC  ORD
F5YQW0-S	AMREP CORP  NEW COM	AXR-NYS	56720	326140	002FYS-E	LG8VCM-S-US	LG8VCM-S	ESSEX PROPERTY TRUST INC  COM
NNBFBY-S	ZEDGE INC  CL B	ZDGE-ASE	181036	322244	002FYS-E	D8KCTT-S-FR	D8KCTT-S	ESSILORLUXOTTICA SA  ORD
VFYMN1-S	DIXIE GROUP INC  CL A	DXYN-NAS	338864	318532	002FYS-E	Q673V4-S-SE	Q673V4-S	ESSITY AB  ORD A
BJZ6QZ-S	CLEARSIGN COMBUSTION CORP  COM	CLIR-NAS	352752	317477	002FYS-E	RYQM2P-S-SE	RYQM2P-S	ESSITY AB  ORD B
F3RN47-S	FIBROCELL SCIENCE INC  COM	FCSC-NAS	163934	316393	002FYS-E	WQKGDB-S-FR	WQKGDB-S	ESSO  ORD
DMWPWJ-S	J W MAYS INC  COM	MAYS-NAS	8314	315101	002FYS-E	J1CVYM-S-TH	J1CVYM-S	ESSO THAILAND PCL  ORD
H9P1GZ-S	VALUE LINE INC  COM	VALU-NAS	12740	314551	002FYS-E	CQH8Q8-S-BR	CQH8Q8-S	ESTACIO PARTICIPACOES SA  ORD
L8SQ02-S	DIVERSIFIED RESTAURANT HLDGS  COM	SAUC-NAS	339725	311868	002FYS-E	BFMGRH-S-US	BFMGRH-S	ESTEE LAUDER COMPANIES INC  CL A
BKHTJP-S	EAGLE FINANCIAL BANCORP INC  COM	EFBI-NAS	19439	310052	002FYS-E	KPM0SY-S-US	KPM0SY-S	ESTERLINE TECHNOLOGIES CORP  COM
KHP0HX-S	NOVAN INC  COM	NOVN-NAS	324185	309597	002FYS-E	PCMYB0-S-AU	PCMYB0-S	ESTIA HEALTH LTD  ORD
P4B31H-S	STANDARD DIVERSIFIED INC  CL A	SDI-ASE	16124	309420	002FYS-E	RPLYBR-S-CN	RPLYBR-S	ESTUN AUTOMATION CO LTD  ORD A
HSFP9G-S	CONSOLIDATED WATER CO LTD  ORD	CWCO-NAS	23947	308198	002FYS-E	LBXX42-S-TW	LBXX42-S	E SUN FINANCIAL HOLDING CO  ORD
D7DW3H-S	BIOANALYTICAL SYSTEMS INC  COM	BASI-NAS	148341	307066	002FYS-E	D98YY1-S-GB	D98YY1-S	ESURE GROUP PLC  ORD
PW1KMM-S	SERVOTRONICS INC  COM	SVT-ASE	25220	307003	002FYS-E	MNRYS7-S-FR	MNRYS7-S	ETABLISSEMENTS MAUREL ET PROM  ORD
HHGDK9-S	CODA OCTOPUS GROUP INC  COM	CODA-NAS	32745	306821	002FYS-E	PQPWXC-S-GB	PQPWXC-S	ETALON GROUP PCL  GDR REG S
VV9JYD-S	SOLIGENIX INC  COM	SNGX-NAS	335203	306711	002FYS-E	HXY5GH-S-CN	HXY5GH-S	ETERNAL ASIA SUPPLY CHAIN  ORD A
NCYF2K-S	MARIN SOFTWARE INC  COM	MRIN-NAS	66011	301670	002FYS-E	LY326L-S-TW	LY326L-S	ETERNAL MATERIALS CO LTD   ORD
VGZF8W-S	LIFEWAY FOODS INC  COM	LWAY-NAS	124631	301607	002FYS-E	SRM45C-S-US	SRM45C-S	ETHAN ALLEN INTERIORS INC  COM
DP18QX-S	ATLANTICUS HOLDINGS CORP  COM	ATLC-NAS	88573	301148	002FYS-E	BCFMBT-S-TW	BCFMBT-S	E TON SOLAR TECH CO LTD  ORD
BQRGH2-S	SOUTHWEST GEORGIA FINANCIAL  COM	SGB-ASE	14524	299630	002FYS-E	KQKRHV-S-US	KQKRHV-S	E TRADE FINANCIAL CORP  COM
RYSC0Y-S	BEL FUSE INC  CL A COM	BELFA-NAS	13974	299463	002FYS-E	NXK4MG-S-TW	NXK4MG-S	ETRON TECHNOLOGY INC  ORD
QDXYVT-S	TRANSATLANTIC PETROLEUM LTD  COM	TAT-ASE	341679	295894	002FYS-E	BB1N03-S-US	BB1N03-S	ETSY INC  COM
LVS204-S	TEEKAY TANKERS LTD  CL A	TNK-NYS	304681	295541	002FYS-E	L0QBBZ-S-KR	L0QBBZ-S	EUGENE INVESTMENT & SECURITIES  ORD
N91RY8-S	UNITED BANCSHARES INC /OH/  COM	UBOH-NAS	12722	294005	002FYS-E	DZJ02Q-S-JP	DZJ02Q-S	EUGLENA CO LTD  ORD
GHSVN7-S	COCA COLA FEMSA SAB  ADR	KOF-NYS	4426	292116	002FYS-E	H8NMKH-S-FR	H8NMKH-S	EURAZEO SA  ORD
L63YPY-S	OBALON THERAPEUTICS INC  COM	OBLN-NAS	202574	291707	002FYS-E	T4320D-S-GR	T4320D-S	EUROBANK ERGASIAS SA  ORD
KW3WP9-S	LUBYS INC  COM	LUB-NYS	195800	281952	002FYS-E	MBR74M-S-PL	MBR74M-S	EUROCASH SA  ORD
PW7LCJ-S	CANNTRUST HOLDINGS INC  COM	TRST-TSE	36162	280617	002FYS-E	RYRGB3-S-NL	RYRGB3-S	EUROCOMMERCIAL PROPERTIES NV  ORD
	LANDMARK BANCORP INC  COM	LARK-NAS	12168	277552	002FYS-E	HQ4LQR-S-FR	HQ4LQR-S	EUROFINS SCIENTIFIC SE  ORD
KVZLRJ-S	VACCINEX INC  COM	VCNX-NAS	52514	276224	002FYS-E	R175T7-S-GB	R175T7-S	EUROMONEY INSTITUTIONAL INVESTOR ORD
RRMLB1-S	WELLESLEY BANCORP INC  COM	WEBK-NAS	8987	274373	002FYS-E	CN9W50-S-BE	CN9W50-S	EURONAV NV  COM
R5WXW2-S	CENTRUS ENERGY  CL A	LEU-ASE	98005	273434	002FYS-E	BNL2ZV-S-US	BNL2ZV-S	EURONET WORLDWIDE INC  COM
W23QQL-S	FIVE STAR SENIOR LIVING INC  COM	FVE-NAS	269281	262549	002FYS-E	F9KNZP-S-FR	F9KNZP-S	EURONEXT NV  ORD REG
SF1VLV-S	UNIQUE FABRICATING INC  COM	UFAB-ASE	58246	261525	002FYS-E	VVF146-S-FR	VVF146-S	EUROPCAR MOBILITY GROUP SA  ORD
CN7NYY-S	QUMU CORP  COM	QUMU-NAS	106619	261217	002FYS-E	XGHZZM-S-NO	XGHZZM-S	EUROPRIS ASA  ORD
V4QQBQ-S	UNITED STATES ANTIMONY CORP  COM	UAMY-ASE	554476	260604	002FYS-E	LTQX2C-S-ES	LTQX2C-S	EUSKALTEL SA  ORD
WQYCGW-S	JERASH HOLDINGS US INC  COM	JRSH-NAS	35254	259716	002FYS-E	STX3JZ-S-KR	STX3JZ-S	EUSU HOLDINGS (HANJIN SHIPPING)  ORD
BMJP5F-S	US AUTO PARTS NETWORK INC  COM	PRTS-NAS	252783	255311	002FYS-E	RXKGSD-S-FR	RXKGSD-S	EUTELSAT COMMUNICATIONS  ORD
LSJBXL-S	TROVAGENE INC  COM	TROV-NAS	67764	254115	002FYS-E	S6QYBC-S-TW	S6QYBC-S	EVA AIRWAYS CORP  ORD
