factset_fund_id,fs_perm_sec_id,fsym_id,security_name,FS_Market_Value,FS_Position,Upper_Case Name,Lower_case_name,Mkt Val,Pos
04CC29-E,MYWKSG-S-KR,MYWKSG-S,SKC CO LTD  ORD,18156270,495620,SENSATA TECHNOLOGIES HLDG PLC  ORD,Sensata Technologies Hldg Plc  Ord,74325762,"1,573,032"
04CC29-E,WM63CD-S-HK,WM63CD-S,CHINA TRADITIONAL CHINESE MED  ORD,18125745,39188257,EDION CORP  ORD,Edion Corp  Ord,15554276,"1,572,540"
04CC29-E,JMD2ZW-S-TW,JMD2ZW-S,NIEN MADE ENTERPRISE CO LTD  ORD,18125311,2202242,TIVO CORP  COM,Tivo Corp  Com,11603294,1572262
04CC29-E,P0XDG9-S-US,P0XDG9-S,AUTONATION INC  COM,18120987,437705,NH FOODS (NIPPON MEAT) LTD  ORD,Nh Foods (Nippon Meat) Ltd  Ord,66518754,1571633
04CC29-E,F5H5LV-S-HK,F5H5LV-S,HUA HONG SEMICONDUCTOR LTD  ORD,18120805,9660977,ATRIUM LJUNGBERG AB  ORD B,Atrium Ljungberg Ab  Ord B,31142024,1571531
04CC29-E,W3D3VK-S-US,W3D3VK-S,TTM TECHNOLOGIES INC  COM,18101377,1883598,CONCHO RESOURCES INC  COM,Concho Resources Inc  Com,155675329,1571367
04CC29-E,SPGGD5-S-IT,SPGGD5-S,BANCA FARMAFACTORING SPA  ORD,18090071,3187088,EBOS GROUP LTD  ORD,Ebos Group Ltd  Ord,24932285,1569713
04CC29-E,T8JMCH-S-ZA,T8JMCH-S,CASHBUILD LTD  ORD,18089040,968036,CRAMO OYJ  ORD,Cramo Oyj  Ord,14507695,"1,569,061"
04CC29-E,K7TZB5-S-HK,K7TZB5-S,SINOPEC SHANGHAI PETROCHEM  ORD H,18078874,48291461,HUDSON PACIFIC PROPERTIES INC  COM,Hudson Pacific Properties Inc  Com,54690215,1566606
04CC29-E,TQ96ZV-S-HK,TQ96ZV-S,LEE & MAN PAPER MANUFACTURING  ORD,18076198,26947626,NETDRAGON WEBSOFT HOLDINGS LTD  ORD,Netdragon Websoft Holdings Ltd  Ord,3929971,1564504
04CC29-E,VWG4VT-S-JP,VWG4VT-S,AUTOBACS SEVEN CO LTD  ORD,18062136,1083477,ADVANCED PETROCHEM (ADV POLY)  ORD,Advanced Petrochem (Adv Poly)  Ord,24892428,1563803
04CC29-E,GDDKVF-S-CA,GDDKVF-S,SEMAFO INC  COM,18036553,4516059,AAREAL BANK AG  ORD,Aareal Bank Ag  Ord,41108968,1561933
04CC29-E,VDVV6B-S-TW,VDVV6B-S,FLEXIUM INTERCONNECT INC  ORD,18035822,5950001,HARLEY DAVIDSON INC  COM,Harley Davidson Inc  Com,56804462,1560991
04CC29-E,P5JRWV-S-AU,P5JRWV-S,SOUTHERN CROSS MEDIA GROUP  ORD,18027075,19652751,KORIAN SA  ORD,Korian Sa  Ord,59502326,1560384
04CC29-E,KCVKZ3-S-SG,KCVKZ3-S,SHENG SIONG GROUP LTD  ORD,18026098,22434192,NOF CORP  ORD,Nof Corp  Ord,57311835,1558752
04CC29-E,CFGBYP-S-DE,CFGBYP-S,ZOOPLUS AG  ORD,18025797,132939,ORIENTAL LAND CO LTD  ORD,Oriental Land Co Ltd  Ord,199941959,1557628
04CC29-E,QCYZPP-S-JP,QCYZPP-S,TRANCOM CO LTD  ORD,18024541,305047,STANTEC INC  COM,Stantec Inc  Com,37906620,"1,553,550"
04CC29-E,GPG0QM-S-KR,GPG0QM-S,HYUNDAI DEPARTMENT STORE CO LTD  ORD,18010733,267833,TOSEI CORP  ORD,Tosei Corp  Ord,16388785,"1,550,902"
04CC29-E,H1WQ6H-S-KR,H1WQ6H-S,DONGWON F&B CO LTD  ORD,17984296,74676,INTELSAT SA  COM,Intelsat Sa  Com,"30,566,000","1,550,000"
04CC29-E,D69830-S-HU,D69830-S,MOL HUNGARIAN OIL & GAS PLC  ORD A,17984061,1741140,GATES INDUSTRIAL CORP PLC  COM,Gates Industrial Corp Plc  Com,17065489,1549999
04CC29-E,DXZKG1-S-US,DXZKG1-S,COCA COLA CONSOLIDATED INC  COM,17982745,59045,CROCS INC  COM,Crocs Inc  Com,34711533,1549622
04CC29-E,BJ4VC5-S-CN,BJ4VC5-S,FUJIAN SUNNER DEVELOPMENT  ORD A,17980325,4606088,KOJAMO PLC  ORD,Kojamo Plc  Ord,22931296,1549593
04CC29-E,L56XKZ-S-SE,L56XKZ-S,SKISTAR AB  ORD B,17975492,1474242,KULICKE & SOFFA INDUSTRIES INC  COM,Kulicke & Soffa Industries Inc  Com,33778293,1549463
04CC29-E,BYGHXZ-S-JP,BYGHXZ-S,NISHI NIPPON FINANCIAL HOLDINGS  ORD,17975054,2420019,APOLLO COML REAL ESTATE FINANCE  COM,Apollo Coml Real Estate Finance  Com,28864170,1548507
04CC29-E,PD9BLJ-S-US,PD9BLJ-S,DIAMOND OFFSHORE DRILLING INC  COM,17970713,2001193,SUNRUN INC  COM,Sunrun Inc  Com,30536381,1548498
04CC29-E,WH508H-S-ZA,WH508H-S,ALEXANDER FORBES GROUP HLDGS  ORD,17965351,42325193,ORANGE BELGIUM (MOBISTAR) SA  ORD,Orange Belgium (Mobistar) Sa  Ord,33428274,1547568
04CC29-E,JCM2V6-S-JP,JCM2V6-S,OHSHO FOOD SERVICE CORP  ORD,17960970,297901,YUNNAN BAIYAO GROUP CO LTD  ORD A,Yunnan Baiyao Group Co Ltd  Ord A,18357801,1547416
04CC29-E,DCHST7-S-JP,DCHST7-S,METAWATER CO LTD  ORD,17952990,545281,PUMA SE  ORD,Puma Se  Ord,"103,300,282","1,546,790"
04CC29-E,T2ZPG4-S-TW,T2ZPG4-S,INTERNATIONAL CSRC INVESTMENT  ORD,17946502,14395898,LARGAN PRECISION CO LTD  ORD,Largan Precision Co Ltd  Ord,209486730,"1,546,540"
04CC29-E,DG2MFJ-S-US,DG2MFJ-S,USANA HEALTH SCIENCES INC  COM,17945385,301806,CAPSTEAD MORTGAGE CORP  COM,Capstead Mortgage Corp  Com,13637510,1546203
04CC29-E,CQBFMW-S-US,CQBFMW-S,THIRD POINT REINSURANCE LTD  COM,17923778,1718483,NEOPOST  ORD,Neopost  Ord,32486855,1545897
04CC29-E,X5H7XK-S-US,X5H7XK-S,FABRINET  COM,17911491,344187,TERADATA CORP  COM,Teradata Corp  Com,55958799,1543691
04CC29-E,RYMBG7-S-JP,RYMBG7-S,OSG CORP  ORD,17909345,893605,SERKO LTD  ORD,Serko Ltd  Ord,"4,351,570",1542716
04CC29-E,F4Z085-S-HK,F4Z085-S,CHINA LESSO GROUP HOLDINGS LTD  ORD,17866985,20504005,TAIYO YUDEN CO LTD  ORD,Taiyo Yuden Co Ltd  Ord,30412378,1540233
04CC29-E,LBYQPV-S-PL,LBYQPV-S,GRUPA LOTOS SA  ORD,17835574,759899,SYNOPSYS (SYNOPSIS) INC  COM,Synopsys (Synopsis) Inc  Com,211353547,1537564
04CC29-E,T9SS17-S-JP,T9SS17-S,KITZ CORP  ORD,17826905,2587179,VEONEER INC  COM,Veoneer Inc  Com,25292648,1537547
04CC29-E,VK8DNH-S-KR,VK8DNH-S,KUMHO PETROCHEMICAL CO LTD  ORD,17821819,240462,FORTINET INC  COM,Fortinet Inc  Com,130711959,1537426
04CC29-E,N18N1Z-S-AU,N18N1Z-S,IRESS LTD  ORD,17814091,1851257,ASTON MARTIN LAGONDA GLOBAL HOL  ORD,Aston Martin Lagonda Global Hol  Ord,18039415,1536945
04CC29-E,PYJ84V-S-US,PYJ84V-S,CARGURUS INC  CL A,17809321,472772,COMSYS HOLDINGS CORP  ORD,Comsys Holdings Corp  Ord,39294771,1536709
04CC29-E,H1W9F3-S-US,H1W9F3-S,PDC ENERGY INC  COM,17806983,590809,LAZARD LTD  CL A,Lazard Ltd  Cl A,54927703,1535151
04CC29-E,L9Y9SC-S-KR,L9Y9SC-S,HANA TOUR SERVICE INC  ORD,17802115,474958,NORTHERN TRUST CORP  COM,Northern Trust Corp  Com,137589111,1533368
04CC29-E,KT11P3-S-HK,KT11P3-S,CHINA HUARONG ASSET MNGT CO  ORD H,17786367,102355797,TELEPHONE & DATA SYSTEMS INC  COM,Telephone & Data Systems Inc  Com,48276617,1532591
04CC29-E,RMCZ5D-S-US,RMCZ5D-S,FIRST MERCHANTS CORP  COM,17779433,478585,TIS (IT HOLDINGS CORP) INC  ORD,Tis (It Holdings Corp) Inc  Ord,81425649,1531696
04CC29-E,VT8DN7-S-IT,VT8DN7-S,ANSALDO STS SPA  ORD,17773611,1239678,ITOCHU ENEX CO LTD  ORD,Itochu Enex Co Ltd  Ord,12789435,1530974
04CC29-E,FDNCWW-S-HK,FDNCWW-S,SINOPEC KANTONS HOLDINGS LTD  ORD,17767668,42656394,MIDDLE EAST HEALTHCARE CO  ORD,Middle East Healthcare Co  Ord,11407342,"1,530,706"
04CC29-E,VCR51S-S-US,VCR51S-S,PRESTIGE CONSUMER HEALTHCARE  COM,17764233,593526,LAM RESEARCH CORP  COM,Lam Research Corp  Com,294952218,1530232
04CC29-E,QS8F5N-S-US,QS8F5N-S,SITE CENTERS CORP  COM,17762181,1339531,QIAGEN NV  COM,Qiagen Nv  Com,61269371,1529822
04CC29-E,H76972-S-TH,H76972-S,ASIA AVIATION PCL  ORD,17751728,139065634,TCI CO LTD  ORD,Tci Co Ltd  Ord,20174562,1529399
04CC29-E,TF0XNV-S-AU,TF0XNV-S,NATIONAL STORAGE REIT  ORD,17749414,14512419,DAIFUKU CO LTD  ORD,Daifuku Co Ltd  Ord,83088327,1528358
04CC29-E,RYN1TX-S-JP,RYN1TX-S,HEIWA REAL ESTATE CO LTD  ORD,17748968,810336,ASSURED GUARANTY LTD  COM,Assured Guaranty Ltd  Com,66621424,1526264
04CC29-E,RCH10J-S-MY,RCH10J-S,MALAYSIAN RESOURCES CORP BHD  ORD,17744831,77559470,CANON MARKETING JAPAN (SALES)  ORD,Canon Marketing Japan (Sales)  Ord,33627551,1526244
04CC29-E,BFT4KT-S-US,BFT4KT-S,SCANSOURCE INC  COM,17744387,550043,HMS HOLDINGS CORP  COM,Hms Holdings Corp  Com,51646692,1525301
04CC29-E,F86595-S-US,F86595-S,GUESS INC  COM,17722193,1061845,PIONEER NATURAL RESOURCES CO  COM,Pioneer Natural Resources Co  Com,214442934,1524223
04CC29-E,JLDL9R-S-JP,JLDL9R-S,TAKARA HOLDINGS (TAKARA SHUZO)  ORD,17707811,1652551,KONINKLIJKE DSM NV  ORD,Koninklijke Dsm Nv  Ord,194429490,"1,523,760"
04CC29-E,MR7KX4-S-US,MR7KX4-S,HERBALIFE NUTRITION LTD  COM,17706945,435167,INFOMART CORP  ORD,Infomart Corp  Ord,22497238,"1,522,017"
04CC29-E,LB45HD-S-GB,LB45HD-S,MCCARTHY & STONE PLC  ORD,17693626,9936890,MATSUI SECURITIES CO LTD  ORD,Matsui Securities Co Ltd  Ord,14311140,1520910
04CC29-E,TP4SDL-S-JP,TP4SDL-S,TAMURA CORP  ORD,17683044,3203566,PIEDMONT OFFICE REALTY TRUST  CL A,Piedmont Office Realty Trust  Cl A,"30,708,983",1518743
04CC29-E,H0Q7N8-S-FR,H0Q7N8-S,ROTHSCHILD & CO (PARIS ORL) SCA  ORD,17645968,537516,ROUND ONE CORP  ORD,Round One Corp  Ord,"22,050,778",1518452
04CC29-E,C1XX77-S-AU,C1XX77-S,PENDAL GROUP LTD  ORD,17638157,3354735,ROHM CO LTD  ORD,Rohm Co Ltd  Ord,"103,176,031","1,517,770"
04CC29-E,JS2P50-S-US,JS2P50-S,ENPRO INDUSTRIES INC  COM,17636861,281739,URBAN EDGE PROPERTIES  COM,Urban Edge Properties  Com,25821428,1515342
04CC29-E,C2R6BV-S-JP,C2R6BV-S,PARAMOUNT BED HOLDINGS CO LTD  ORD,17626900,458618,ADES INTERNATIONAL HOLDING PLC  ORD,Ades International Holding Plc  Ord,20831759,"1,515,037"
04CC29-E,H13623-S-AU,H13623-S,SMARTGROUP CORP LTD  ORD,17623515,2826673,VERMILION ENERGY INC  COM,Vermilion Energy Inc  Com,33261420,1512884
04CC29-E,GHQ5JQ-S-MY,GHQ5JQ-S,MALAYSIA AIRPORTS HOLDINGS BHD  ORD,17622558,8208871,GIMA TT SPA  ORD,Gima Tt Spa  Ord,13506560,1512364
04CC29-E,KP294H-S-JP,KP294H-S,KANSAI MIRAI FINANCIAL GROUP INC ORD,17617326,2567113,HOKUETSU (HOKUETSU KISHU) CORP  ORD,Hokuetsu (Hokuetsu Kishu) Corp  Ord,"8,080,694",1512154
04CC29-E,F72VVZ-S-AU,F72VVZ-S,HT&E LTD  ORD,17605848,14353842,YAKULT HONSHA CO LTD  ORD,Yakult Honsha Co Ltd  Ord,88385826,"1,510,041"
04CC29-E,NXFMY5-S-US,NXFMY5-S,HOLLYSYS AUTOMATION TECH  COM,17604862,956786,BUILDERS FIRSTSOURCE INC  COM,Builders Firstsource Inc  Com,25424173,1509749
04CC29-E,JYQ2SP-S-TW,JYQ2SP-S,ZHEN DING TECHNOLOGY HOLDING  ORD,17598049,5202906,MODERN TIMES GROUP MTG AB  ORD B,Modern Times Group Mtg Ab  Ord B,17072233,1509189
04CC29-E,B3LQ1V-S-JP,B3LQ1V-S,NIPPON KOEI CO LTD  ORD,17586520,792862,OUTFRONT MEDIA INC  COM,Outfront Media Inc  Com,39780938,1508568
04CC29-E,G26CSP-S-GB,G26CSP-S,CHESNARA PLC  ORD,17580208,4008429,ASSECO POLAND SA  ORD,Asseco Poland Sa  Ord,22903469,1507686
04CC29-E,Q9PNKP-S-TW,Q9PNKP-S,SYNNEX TECHNOLOGY INTERNATIONAL  ORD,17559305,13977000,FOOT LOCKER INC  COM,Foot Locker Inc  Com,63487015,1507647
04CC29-E,NW89N2-S-US,NW89N2-S,FARO TECHNOLOGIES INC  COM,17539852,363671,UNITI GROUP INC  COM,Uniti Group Inc  Com,13353659,1507185
04CC29-E,JLXGQS-S-SG,JLXGQS-S,HUTCHISON PORT HOLDINGS TRUST  ORD,17525222,79660100,CALLAWAY GOLF CO  COM,Callaway Golf Co  Com,27610109,"1,507,102"
04CC29-E,GHV8BK-S-US,GHV8BK-S,GREIF INC  CL A NON-VTG,17522542,511906,FRANKLIN STREET PROPERTIES CORP  COM,Franklin Street Properties Corp  Com,11466132,1506719
04CC29-E,L7GJB9-S-US,L7GJB9-S,ABM INDUSTRIES INC  COM,17501007,421711,AECON GROUP INC  COM,Aecon Group Inc  Com,22225876,1502262
04CC29-E,HKPML8-S-FR,HKPML8-S,SOLUTIONS 30 SE  ORD,17500406,1584031,AVAYA HOLDINGS CORP  COM,Avaya Holdings Corp  Com,16512639,1501149
04CC29-E,M44CLJ-S-PL,M44CLJ-S,ALIOR BANK SA  ORD,17460973,1262493,UGI CORP  COM,Ugi Corp  Com,78979686,"1,500,089"
04CC29-E,QF35TQ-S-JP,QF35TQ-S,UNIPRES CORP  ORD,17455298,1057652,DELTA HOLDING SA  ORD,Delta Holding Sa  Ord,4839243,"1,500,001"
04CC29-E,MZ16MT-S-KR,MZ16MT-S,GS ENGINEERING & CONST (LG E&C)  ORD,17436633,584152,SEA LTD /SG/ SPONSORED ADR,Sea Ltd /Sg/ Sponsored Adr,52754965,1499999
04CC29-E,NGW1SG-S-US,NGW1SG-S,MASTEC INC  COM,17434702,339924,JAPAN WOOL TEXTILE CO LTD  ORD,Japan Wool Textile Co Ltd  Ord,"11,806,506",1499774
04CC29-E,KQLK0L-S-JP,KQLK0L-S,OKI ELECTRIC INDUSTRY CO LTD  ORD,17426154,1390679,PAION AG  ORD,Paion Ag  Ord,4357246,1499603
04CC29-E,RS2R66-S-JP,RS2R66-S,TOHO HOLDINGS (TOHO PHARM)  ORD,17422739,747109,MALATH COOPERATIVE INS & REINS  ORD,Malath Cooperative Ins & Reins  Ord,4262244,1499581
04CC29-E,J6SF1D-S-JP,J6SF1D-S,BAYCURRENT CONSULTING INC  ORD,17419055,457621,NATIONAL CINEMEDIA INC  COM,National Cinemedia Inc  Com,"10,675,002",1499298
04CC29-E,PP63KB-S-US,PP63KB-S,SCHOLASTIC CORP  COM,17412178,525730,PEBBLEBROOK HOTEL TRUST  COM,Pebblebrook Hotel Trust  Com,41301720,1499155
04CC29-E,G23GWL-S-ID,G23GWL-S,PT SIDOMUNCUL TBK  ORD,17390657,247026374,CATALENT INC  COM,Catalent Inc  Com,80910838,1498904
04CC29-E,S6QYBC-S-TW,S6QYBC-S,EVA AIRWAYS CORP  ORD,17389817,36231049,IA FINANCIAL CORP INC  COM,Ia Financial Corp Inc  Com,61410052,1497652
04CC29-E,BGT8KN-S-HK,BGT8KN-S,KERRY LOGISTICS NETWORK LTD  ORD,17384668,9649786,FOURLIS HOLDINGS SA  ORD,Fourlis Holdings Sa  Ord,9344563,"1,495,032"
04CC29-E,V1CV77-S-LK,V1CV77-S,JOHN KEELLS HOLDINGS PLC  ORD,17340589,20931364,POLA ORBIS HOLDINGS INC  ORD,Pola Orbis Holdings Inc  Ord,39832552,1493375
04CC29-E,GRP8TM-S-JP,GRP8TM-S,FUYO GENERAL LEASE CO LTD  ORD,17324691,297398,HARSCO CORP  COM,Harsco Corp  Com,37411460,"1,492,280"
04CC29-E,Q63XBR-S-AU,Q63XBR-S,COOPER ENERGY LTD  ORD,17320475,46492926,SIEMENS LTD  ORD,Siemens Ltd  Ord,26490877,1491485
04CC29-E,BV5GNK-S-CH,BV5GNK-S,ALSO HOLDING (ALSO ACTEBIS)  ORD,17317947,124487,DAIKYONISHIKAWA CORP  ORD,Daikyonishikawa Corp  Ord,12263987,"1,491,220"
04CC29-E,T3YNM8-S-JP,T3YNM8-S,OKUMURA CORP  ORD,17315095,557257,SANFORD LTD  ORD,Sanford Ltd  Ord,6849257,"1,488,820"
04CC29-E,WFNPFJ-S-BR,WFNPFJ-S,ALPARGATAS (SAO PAULO ALPAR)  ORD,17297103,3185435,LEIDOS HOLDINGS INC  COM,Leidos Holdings Inc  Com,122531307,1488114
04CC29-E,F5XV55-S-US,F5XV55-S,WINNEBAGO INDUSTRIES INC  COM,17295922,441786,DELIVERY HERO SE  ORD,Delivery Hero Se  Ord,68624881,1486217
04CC29-E,W92QP9-S-JP,W92QP9-S,TOYO INK SC HLDG (TOYO INK MFG)  ORD,17289170,792359,GREE INC  ORD,Gree Inc  Ord,7132103,1483793
04CC29-E,H448WS-S-US,H448WS-S,FIRST FINANCIAL BANKSHARES  COM,17284668,580802,MOODYS CORP  COM,Moodys Corp  Com,"304,071,170",1483274
04CC29-E,WYCXPS-S-HK,WYCXPS-S,SHENZHEN EXPRESSWAY CO LTD  ORD H,17279592,14176033,FORTUNE BRANDS HOME & SECURITY  COM,Fortune Brands Home & Security  Com,83597266,1483273
04CC29-E,JNV28L-S-JP,JNV28L-S,SHIMA SEIKI MFG LTD  ORD,17253664,599024,SUMMIT HOTEL PROPERTIES INC  COM,Summit Hotel Properties Inc  Com,16969166,1480730
04CC29-E,HTN4WR-S-ID,HTN4WR-S,PT BANK TABUNGAN NEGARA  ORD,17248485,97201942,SAILPOINT TECHNOLOGIES HLDG INC  COM,Sailpoint Technologies Hldg Inc  Com,30142945,"1,478,320"
04CC29-E,RCPP24-S-TH,RCPP24-S,GULF ENERGY DEVELOPMENT PCL  ORD,17240839,4206632,SEALED AIR CORP  COM,Sealed Air Corp  Com,63023839,"1,478,045"
04CC29-E,B1F3NY-S-BR,B1F3NY-S,IRB BRASIL RESSEGUROS SA  ORD,17228801,696114,DIAMONDBACK ENERGY INC  COM,Diamondback Energy Inc  Com,157270468,1477967
04CC29-E,K3B2HW-S-JP,K3B2HW-S,JAPAN AIRPORT TERMINAL CO LTD  ORD,17207273,438197,AMICUS THERAPEUTICS INC  COM,Amicus Therapeutics Inc  Com,18503139,1476707
04CC29-E,N2CV92-S-US,N2CV92-S,AZZ INC  COM,17194371,372092,AMDOCS LTD  COM,Amdocs Ltd  Com,93848407,"1,475,140"
04CC29-E,S0VV0G-S-US,S0VV0G-S,HUB GROUP INC  CL A,17182505,437994,SKISTAR AB  ORD B,Skistar Ab  Ord B,17975492,1474242
04CC29-E,TVMRL3-S-US,TVMRL3-S,AMERICAN WOODMARK CORP  COM,17170745,202844,GINKO INTERNATIONAL CO LTD  ORD,Ginko International Co Ltd  Ord,9869506,1472999
04CC29-E,QNRQH8-S-ID,QNRQH8-S,PT PURADELTA LESTARI  ORD,17165139,835286569,CHILISIN ELECTRONICS CORP  ORD,Chilisin Electronics Corp  Ord,4156577,1472997
04CC29-E,Q8LY81-S-SA,Q8LY81-S,ALMARAI CO  ORD,17162609,1237853,CRANSWICK PLC  ORD,Cranswick Plc  Ord,46963277,1471827
04CC29-E,M9LQF9-S-IN,M9LQF9-S,BALRAMPUR CHINI MILLS LTD  ORD,17156081,7553020,HAMBURGER HAFEN & LOGISTIK AG  ORD,Hamburger Hafen & Logistik Ag  Ord,38323191,1470560
04CC29-E,QXW5FM-S-BR,QXW5FM-S,CIA SANEAMENTO DO PARANA  ORD,17142333,2971575,BJS WHOLESALE CLUB HOLDINGS INC  COM,Bjs Wholesale Club Holdings Inc  Com,35962144,1470243
04CC29-E,BB8RZ5-S-HK,BB8RZ5-S,CHINA OVERSEAS GRAND OCEANS  ORD,17123112,31311693,QORVO INC  COM,Qorvo Inc  Com,103895921,"1,469,740"
04CC29-E,VDRFQ4-S-US,VDRFQ4-S,LEGACYTEXAS FINANCIAL GROUP INC  COM,17122796,413794,LOTES CO LTD  ORD,Lotes Co Ltd  Ord,10978388,1468999
04CC29-E,P98PH4-S-AU,P98PH4-S,BELLAMYS AUSTRALIA LTD  ORD,17114606,2690447,LEONI AG  ORD,Leoni Ag  Ord,21971425,1468524
04CC29-E,NXDKX5-S-JP,NXDKX5-S,ARATA CORP  ORD,17100996,491739,DANIELI & C SPA  ORD,Danieli & C Spa  Ord,26350049,1467836
04CC29-E,MJ91VW-S-TW,MJ91VW-S,GENIUS ELECTRONICS OPTICAL  ORD,17096831,1211748,DELEK AUTOMOTIVE SYSTEMS LTD  ORD,Delek Automotive Systems Ltd  Ord,"7,672,000",1467508
04CC29-E,CFGLDX-S-MY,CFGLDX-S,HARTALEGA HOLDINGS BHD  ORD,17091815,13635273,ASHFORD HOSPITALITY TRUST INC  COM,Ashford Hospitality Trust Inc  Com,3712433,1467365
04CC29-E,TRFJ9Z-S-IN,TRFJ9Z-S,GUJARAT GAS LTD  ORD,17090216,7029655,WEST FRASER TIMBER LTD  COM,West Fraser Timber Ltd  Com,60771679,1463209
04CC29-E,B4Q0H1-S-US,B4Q0H1-S,TEXAS CAPITAL BANCSHARES INC  COM,17089901,288632,MARR SPA  ORD,Marr Spa  Ord,34603766,1463149
04CC29-E,Q77NMC-S-SE,Q77NMC-S,MODERN TIMES GROUP MTG AB  ORD B,17072233,1509189,KONAMI HOLDINGS CORP  ORD,Konami Holdings Corp  Ord,65686135,1460857
04CC29-E,GC57RG-S-JP,GC57RG-S,MILBON CO LTD  ORD,17068129,339398,FIRST HAWAIIAN INC  COM,First Hawaiian Inc  Com,36562264,1458989
04CC29-E,MBQ0VH-S-US,MBQ0VH-S,SOUTH STATE CORP  COM,17049749,227816,BGF CO LTD  ORD,Bgf Co Ltd  Ord,"8,429,780",1455463
04CC29-E,S8ZDTK-S-US,S8ZDTK-S,WHITING PETROLEUM CORP  COM,17031313,1051965,SONAECOM SGPS SA  ORD REG,Sonaecom Sgps Sa  Ord Reg,4163279,1455412
04CC29-E,LKQZQ5-S-JP,LKQZQ5-S,KANAMOTO CO LTD  ORD,17030519,653472,REGENCY CENTERS CORP  COM,Regency Centers Corp  Com,99123939,"1,454,710"
04CC29-E,QTLX9L-S-EG,QTLX9L-S,GLOBAL TELECOM (ORASCOM TELE)  ORD,17022172,57350399,AUTOLIV INC  COM,Autoliv Inc  Com,99767019,1453694
04CC29-E,B99TW2-S-FI,B99TW2-S,OUTOTEC (OUTOKUMPU TECH) OYJ  ORD,17018471,2865265,GRACO INC  COM,Graco Inc  Com,73382207,1453113
04CC29-E,VVF146-S-FR,VVF146-S,EUROPCAR MOBILITY GROUP SA  ORD,17012843,2418961,CYBERDYNE INC  ORD,Cyberdyne Inc  Ord,8892965,1452674
04CC29-E,HN0MXV-S-IE,HN0MXV-S,IRISH CONTINENTAL GROUP PLC  UNIT,17010067,3528957,DOUGLAS EMMETT INC  COM,Douglas Emmett Inc  Com,58867733,1451732
04CC29-E,PC16ZT-S-CH,PC16ZT-S,VETROPACK HOLDING AG  ORD BRR,16993262,8452,VIFOR PHARMA (GALENICA) AG  ORD REG,Vifor Pharma (Galenica) Ag  Ord Reg,214171215,1451589
04CC29-E,QTX0T8-S-US,QTX0T8-S,SUMMIT HOTEL PROPERTIES INC  COM,16969166,1480730,DFDS AS  ORD,Dfds As  Ord,56755480,1450689
04CC29-E,PPCCL8-S-CA,PPCCL8-S,CINEPLEX INC  COM,16951690,947044,SMARTCENTRES REAL ESTATE INVT TR,Smartcentres Real Estate Invt Tr,36963862,1448899
04CC29-E,M64PG0-S-US,M64PG0-S,SHUTTERSTOCK INC  COM,16949616,434717,BURE EQUITY AB  ORD,Bure Equity Ab  Ord,26352281,1448448
04CC29-E,KXLQ7G-S-AU,KXLQ7G-S,SHOPPING CENTRES AUSTRALASIA  ORD,16941427,9837656,ADEKA CORP  ORD,Adeka Corp  Ord,21451240,1443114
04CC29-E,GKY2ZD-S-US,GKY2ZD-S,ELECTRONICS FOR IMAGING INC  COM,16937277,457888,QUANTA SERVICES INC  COM,Quanta Services Inc  Com,54715922,"1,442,550"
04CC29-E,V735FN-S-AU,V735FN-S,EML PAYMENTS (EMERCHANTS) LTD  ORD,16925373,7501351,VECTOR INC /6058/  ORD,Vector Inc /6058/  Ord,13952079,1441603
04CC29-E,V032J1-S-US,V032J1-S,MRC GLOBAL INC  COM,16921840,1038787,FUKUOKA FINANCIAL GROUP INC  ORD,Fukuoka Financial Group Inc  Ord,27337319,1441283
04CC29-E,K28T2Q-S-KR,K28T2Q-S,KOH YOUNG TECHNOLOGY INC  ORD,16917087,219225,TOPPAN FORMS CO LTD  ORD,Toppan Forms Co Ltd  Ord,12346472,"1,441,200"
04CC29-E,XLZKR4-S-JP,XLZKR4-S,NEC NETWORKS & SYS INTEGRATION  ORD,16902706,659108,TRANSCONTINENTAL INC  CL A SUB VTG,Transcontinental Inc  Cl A Sub Vtg,14729979,1438268
04CC29-E,TXX939-S-US,TXX939-S,DORMAN PRODUCTS INC  COM,16885808,205124,TECNICAS REUNIDAS SA  ORD,Tecnicas Reunidas Sa  Ord,35878392,1437632
04CC29-E,PYBWNK-S-KR,PYBWNK-S,KOREA GAS CORPORATION  ORD,16865148,448438,LIBERTY PROPERTY TRUST  SBI,Liberty Property Trust  Sbi,72993814,1437169
04CC29-E,BRWC0T-S-US,BRWC0T-S,INSMED INC  COM,16853748,758836,X FAB SILICON FOUNDRIES SE  ORD,X Fab Silicon Foundries Se  Ord,"7,126,620",1436555
04CC29-E,FGW52F-S-US,FGW52F-S,TENNECO INC  CL A VTG,16842786,1723929,LIBERTY BROADBAND CORP  CL C,Liberty Broadband Corp  Cl C,155126334,"1,436,089"
04CC29-E,DG328Y-S-JP,DG328Y-S,TAIYO NIPPON SANSO CORP  ORD,16812836,837346,CDK GLOBAL INC  COM,Cdk Global Inc  Com,73182739,"1,436,082"
04CC29-E,T1QFL9-S-BR,T1QFL9-S,RANDON SA IMPLEMENTOS E PARTI  ORD,16811612,7513133,SHIP HEALTHCARE (GREEN HOSP)  ORD,Ship Healthcare (Green Hosp)  Ord,65327799,1433693
