factset_entity_id,fs_perm_sec_id,security_name,fsym_id,Match,Upper,Security,Mkt Val,Position,Market Value Discrepancy,Position Discrepancy
0011M0-E,NV2X6X-S-US,METLIFE INC  COM,NV2X6X-S,TRUE,METLIFE INC  COM,Metlife Inc  Com,2343280866,46429183,1976490320,
0011M0-E,DQ7MZZ-S-GB,MICRO FOCUS INTERNATIONAL PLC  ORD,DQ7MZZ-S,TRUE,MICRO FOCUS INTERNATIONAL PLC  ORD,Micro Focus International Plc  Ord,568815973,21000500,653161554,20828549
0011M0-E,C00L6P-S-US,MICRO FOCUS INTL PLC  SPONSORED ADR,C00L6P-S,TRUE,MICRO FOCUS INTL PLC  SPONSORED ADR,Micro Focus Intl Plc  Sponsored Adr,814823023,29978772,931958194,
0011M0-E,SY92RH-S-US,MICROCHIP TECHNOLOGY INC  COM,SY92RH-S,TRUE,MICROCHIP TECHNOLOGY INC  COM,Microchip Technology Inc  Com,1677306039,18684483,1550064710,
0011M0-E,DF3K29-S-US,MICROSOFT CORP  COM,DF3K29-S,TRUE,MICROSOFT CORP  COM,Microsoft Corp  Com,4346877236,31622852,3729599165,
0011M0-E,NK1W43-S-SE,MILLICOM INTL CELLULAR SA  SDR,NK1W43-S,TRUE,MILLICOM INTL CELLULAR SA  SDR,Millicom Intl Cellular Sa  Sdr,451648049,7936436,483016019,
0011M0-E,RRYBT2-S-JP,MITSUBISHI ELECTRIC CORP  ORD,RRYBT2-S,TRUE,MITSUBISHI ELECTRIC CORP  ORD,Mitsubishi Electric Corp  Ord,1474343390,107612614,1464442193,113948500
0011M0-E,R5S5QK-S-JP,MITSUBISHI UFJ FINL GROUP INC  ORD,R5S5QK-S,TRUE,MITSUBISHI UFJ FINL GROUP INC  ORD,Mitsubishi Ufj Finl Group Inc  Ord,804320921,166984500,829756000,
0011M0-E,HY0FNH-S-US,MOLSON COORS BREWING CO  CL B,HY0FNH-S,TRUE,MOLSON COORS BREWING CO  CL B,Molson Coors Brewing Co  Cl B,765838754,13468849,803416843,
0011M0-E,D8DHJ7-S-US,MONDELEZ INTERNATIONAL INC  CL A,D8DHJ7-S,TRUE,MONDELEZ INTERNATIONAL INC  CL A,Mondelez International Inc  Cl A,660790,11840,591053,
0011M0-E,C4BW2G-S-US,MOODYS CORP  COM,C4BW2G-S,TRUE,MOODYS CORP  COM,Moodys Corp  Com,415351,2050,371235,
0011M0-E,X8M6VK-S-US,MOTOROLA SOLUTIONS INC  COM,X8M6VK-S,TRUE,MOTOROLA SOLUTIONS INC  COM,Motorola Solutions Inc  Com,8405885,49339,6928182,
0011M0-E,TVPSG0-S-ZA,MTN GROUP LTD  ORD,TVPSG0-S,TRUE,MTN GROUP LTD  ORD,Mtn Group Ltd  Ord,280735121,38010580,328017183,53274580
,,,,FALSE,MULTICHOICE GROUP LTD  ORD,Multichoice Group Ltd  Ord,78022779,8086695,-,-
,,,,FALSE,MURATA MANUFACTURING CO LTD  ORD,Murata Manufacturing Co Ltd  Ord,202367823,4391700,-,-
0011M0-E,D1N7DV-S-ZA,NASPERS LTD  ORD N,D1N7DV-S,TRUE,NASPERS LTD  ORD N,Naspers Ltd  Ord N,1936738076,7836695,1810728174,
0011M0-E,C37KN8-S-US,NATIONAL OILWELL VARCO INC  COM,C37KN8-S,TRUE,NATIONAL OILWELL VARCO INC  COM,National Oilwell Varco Inc  Com,364177412,16720726,445440141,
0011M0-E,D707BZ-S,"NBCUNIVERSAL ENTERPRISE, INC. 5.25% PERP",D707BZ-S,TRUE,"NBCUNIVERSAL ENTERPRISE, INC. 5.25% PERP","Nbcuniversal Enterprise, Inc. 5.25% Perp",54912720,53210000,-,-
0011M0-E,Q4ZSBS-S-US,NETAPP INC  COM,Q4ZSBS-S,TRUE,NETAPP INC  COM,Netapp Inc  Com,7647401,122378,8485691,
0011M0-E,GLZ11J-S-US,NEWS CORP  CL A,GLZ11J-S,TRUE,NEWS CORP  CL A,News Corp  Cl A,183546420,13646574,169763381,
0011M0-E,VLCR4Q-S-US,NEXTERA ENERGY INC  COM,VLCR4Q-S,TRUE,NEXTERA ENERGY INC  COM,Nextera Energy Inc  Com,1490750,7142,1380691,
0011M0-E,LTT1MV-S-JP,NIDEC CORP  ORD,LTT1MV-S,TRUE,NIDEC CORP  ORD,Nidec Corp  Ord,494496064,3600800,456260753,
0011M0-E,TY1NFD-S-US,NORFOLK SOUTHERN CORP  COM,TY1NFD-S,TRUE,NORFOLK SOUTHERN CORP  COM,Norfolk Southern Corp  Com,632641,3124,583844,
0011M0-E,P6G3ZG-S-CH,NOVARTIS AG  ORD REG,P6G3ZG-S,TRUE,NOVARTIS AG  ORD REG,Novartis Ag  Ord Reg,1467509151,15896270,1528812799,
0011M0-E,G6QL68-S-US,NOVARTIS AG  SPONSORED ADR,G6QL68-S,TRUE,NOVARTIS AG  SPONSORED ADR,Novartis Ag  Sponsored Adr,3361875038,36344595,3494169363,
0011M0-E,V3LF0L-S-US,NUCOR CORP  COM,V3LF0L-S,TRUE,NUCOR CORP  COM,Nucor Corp  Com,3654669,66100,3856935,
0011M0-E,DRJY75-S-CA,NUTRIEN LTD  COM,DRJY75-S,TRUE,NUTRIEN LTD  COM,Nutrien Ltd  Com,432790934,8072408,425900246,
0011M0-E,MT931R-S-US,OCCIDENTAL PETROLEUM CORP  COM,MT931R-S,TRUE,OCCIDENTAL PETROLEUM CORP  COM,Occidental Petroleum Corp  Com,1493194560,30368000,2010361600,
0011M0-E,KPL0X0-S-US,PARKER HANNIFIN CORP  COM,KPL0X0-S,TRUE,PARKER HANNIFIN CORP  COM,Parker Hannifin Corp  Com,548994,3256,558795,
0011M0-E,NGRNZY-S-US,PAYPAL HOLDINGS INC  COM,NGRNZY-S,TRUE,PAYPAL HOLDINGS INC  COM,Paypal Holdings Inc  Com,5677589,48246,5009865,
0011M0-E,DCZH6D-S-US,PEPSICO INC  COM,DCZH6D-S,TRUE,PEPSICO INC  COM,Pepsico Inc  Com,742975,5545,679540,
0011M0-E,FZCZH1-S-US,PERSPECTA INC  COM WI,FZCZH1-S,TRUE,PERSPECTA INC  COM WI,Perspecta Inc  Com Wi,448259,18986,383897,
0011M0-E,CB220R-S-US,PETROBRAS  ADR NVTG,CB220R-S,TRUE,PETROBRAS  ADR NVTG,Petrobras  Adr Nvtg,45886498,3277607,46869780,
0011M0-E,KV5NYW-S-BR,PETROBRAS  ORD PFD,KV5NYW-S,TRUE,PETROBRAS  ORD PFD,Petrobras  Ord Pfd,782435699,110856106,-,-
0011M0-E,JDQZCY-S-US,PFIZER INC  COM,JDQZCY-S,TRUE,PFIZER INC  COM,Pfizer Inc  Com,17937600,404000,17157880,
0011M0-E,PRHXMV-S-US,PHILIP MORRIS INTERNATIONAL INC  COM,PRHXMV-S,TRUE,PHILIP MORRIS INTERNATIONAL INC  COM,Philip Morris International Inc  Com,1524955,18913,1671720,
0011M0-E,SP70YY-S-US,PHILLIPS 66  COM,SP70YY-S,TRUE,PHILLIPS 66  COM,Phillips 66  Com,504989,5205,495360,
0011M0-E,JT792F-S-US,PNC FINANCIAL SERVICES GROUP  COM,JT792F-S,TRUE,PNC FINANCIAL SERVICES GROUP  COM,Pnc Financial Services Group  Com,2627716,18680,2291289,
0011M0-E,KM6CDW-S-US,PPG INDUSTRIES INC  COM,KM6CDW-S,TRUE,PPG INDUSTRIES INC  COM,Ppg Industries Inc  Com,2024360,17000,1918790,
0011M0-E,RWC9XJ-S-US,PROCTER & GAMBLE CO  COM,RWC9XJ-S,TRUE,PROCTER & GAMBLE CO  COM,Procter & Gamble Co  Com,15038596,131825,13716391,
0011M0-E,C7R3T7-S-US,QUALCOMM INC  COM,C7R3T7-S,TRUE,QUALCOMM INC  COM,Qualcomm Inc  Com,344835,4500,256635,
0011M0-E,DR8CHR-S-US,QURATE RETAIL INC QVC GROUP  CL A,DR8CHR-S,TRUE,QURATE RETAIL INC QVC GROUP  CL A,Qurate Retail Inc Qvc Group  Cl A,712568102,56553024,903717324,
0011M0-E,G6L6W5-S-US,RAYTHEON CO  COM,G6L6W5-S,FALSE,,,,,-,-
0011M0-E,TH9ZKX-S-US,RIO TINTO PLC  ADR,TH9ZKX-S,TRUE,RIO TINTO PLC  ADR,Rio Tinto Plc  Adr,601445,9500,559075,
0011M0-E,H8PBY5-S-US,ROCHE HOLDING AG  ADR PFD,H8PBY5-S,TRUE,ROCHE HOLDING AG  ADR PFD,Roche Holding Ag  Adr Pfd,1683294304,47256999,1627294761,
0011M0-E,M50G2S-S-CH,ROCHE HOLDING AG  ORD DRC,M50G2S-S,TRUE,ROCHE HOLDING AG  ORD DRC,Roche Holding Ag  Ord Drc,1810950598,6344600,-,-
0011M0-E,GYCCNW-S-US,ROYAL DUTCH SHELL PLC  SPONS ADR A,GYCCNW-S,TRUE,ROYAL DUTCH SHELL PLC  SPONS ADR A,Royal Dutch Shell Plc  Spons Adr A,9548644,147629,9240099,
0011M0-E,NXC32S-S-US,S&P GLOBAL INC  COM,NXC32S-S,TRUE,S&P GLOBAL INC  COM,S&P Global Inc  Com,1976562,8300,1747565,
0011M0-E,RMD8RP-S-IT,SAIPEM SPA  ORD,RMD8RP-S,TRUE,SAIPEM SPA  ORD,Saipem Spa  Ord,280985458,57521348,220584591,
0011M0-E,SPC2KM-S-KR,SAMSUNG ELECTRONICS  ORD PFD NVTG,SPC2KM-S,TRUE,SAMSUNG ELECTRONICS  ORD PFD NVTG,Samsung Electronics  Ord Pfd Nvtg,1095661441,33949565,-,-
0011M0-E,XQ818C-S-KR,SAMSUNG ELECTRONICS CO LTD  ORD,XQ818C-S,TRUE,SAMSUNG ELECTRONICS CO LTD  ORD,Samsung Electronics Co Ltd  Ord,732909958,18907950,743758206,
0011M0-E,DKHG8V-S-FR,SANOFI (SANOFI AVENTIS)  ORD,DKHG8V-S,TRUE,SANOFI (SANOFI AVENTIS)  ORD,Sanofi (Sanofi Aventis)  Ord,1745063817,19770409,1747965323,
0011M0-E,RWGFWG-S-US,SANOFI AVENTIS  SPONSORED ADR,RWGFWG-S,TRUE,SANOFI AVENTIS  SPONSORED ADR,Sanofi Aventis  Sponsored Adr,2665983716,60590539,2682949067,
0011M0-E,SZF3KC-S-US,SCHLUMBERGER NV  COM,SZF3KC-S,TRUE,SCHLUMBERGER NV  COM,Schlumberger Nv  Com,2138640422,54156506,2359598966,
0011M0-E,LRJH1M-S-FR,SCHNEIDER ELECTRIC SE  ORD,LRJH1M-S,TRUE,SCHNEIDER ELECTRIC SE  ORD,Schneider Electric Se  Ord,1186027088,13030524,1023314805,
0011M0-E,PTRJ81-S-GB,SHIRE PLC  ORD,PTRJ81-S,FALSE,,,,,-,-
0011M0-E,RFQ5XF-S-GB,SMITHS GROUP PLC  ORD,RFQ5XF-S,TRUE,SMITHS GROUP PLC  ORD,Smiths Group Plc  Ord,398176557,19558400,355304678,19001500
0011M0-E,C5BYBM-S-FR,SOCIETE GENERALE SA  ORD A,C5BYBM-S,TRUE,SOCIETE GENERALE SA  ORD A,Societe Generale Sa  Ord A,956109573,37945027,1098184481,
0011M0-E,BB0C2F-S-US,SPRINT CORP  COM,BB0C2F-S,TRUE,SPRINT CORP  COM,Sprint Corp  Com,725035969,103873348,586884416,
0011M0-E,PF89RN-S-GB,STANDARD CHARTERED PLC  ORD,PF89RN-S,TRUE,STANDARD CHARTERED PLC  ORD,Standard Chartered Plc  Ord,1211929131,131428000,1138028481,
0011M0-E,KW96V9-S-US,STATE STREET CORP  COM,KW96V9-S,TRUE,STATE STREET CORP  COM,State Street Corp  Com,254115,4500,296145,
0011M0-E,MBJF57-S-CA,SUNCOR ENERGY INC  COM,MBJF57-S,TRUE,SUNCOR ENERGY INC  COM,Suncor Energy Inc  Com,1096145022,35031800,1136081274,
0011M0-E,X6BVNJ-S-US,SUNTRUST BANKS INC  COM,X6BVNJ-S,TRUE,SUNTRUST BANKS INC  COM,Suntrust Banks Inc  Com,11426395,181920,10778760,
0011M0-E,JFV4K0-S-US,SYNOPSYS (SYNOPSIS) INC  COM,JFV4K0-S,TRUE,SYNOPSYS (SYNOPSIS) INC  COM,Synopsys (Synopsis) Inc  Com,5210801,38630,4448245,
0011M0-E,PFDQ4S-S-JP,TAKEDA PHARMACEUTICAL CO LTD  ORD,PFDQ4S-S,FALSE,,,,,-,-
0011M0-E,MYWCD8-S-US,TAPESTRY INC  COM,MYWCD8-S,FALSE,,,,,-,-
0011M0-E,WX72B4-S-US,TARGET CORP  COM,WX72B4-S,TRUE,TARGET CORP  COM,Target Corp  Com,227756811,2591090,207960883,
0011M0-E,HVRY7D-S-US,TE CONNECTIVITY LTD  COM REG,HVRY7D-S,TRUE,TE CONNECTIVITY LTD  COM REG,Te Connectivity Ltd  Com Reg,2981684565,31111066,2512218580,
0011M0-E,HR8NLN-S-SE,TELEFONAKTIEBOLAGET (TELEFON)  ORD B,HR8NLN-S,FALSE,,,,,373385628,43044300
0011M0-E,J5WH3J-S-US,TELEFONAKTIEBOLAGET LM ERIC  ADR B,J5WH3J-S,TRUE,TELEFONAKTIEBOLAGET LM ERIC  ADR B,Telefonaktiebolaget Lm Eric  Adr B,10070791,1040371,9550606,
0011M0-E,FT4KB7-S-HK,TELEVISION BROADCASTS LTD  ORD,FT4KB7-S,TRUE,TELEVISION BROADCASTS LTD  ORD,Television Broadcasts Ltd  Ord,68927507,40163800,82699204,42653300
0011M0-E,LY6R71-S-US,THERMO FISHER SCIENTIFIC INC  COM,LY6R71-S,TRUE,THERMO FISHER SCIENTIFIC INC  COM,Thermo Fisher Scientific Inc  Com,11682087,38248,10469243,
0011M0-E,CM3XPB-S-FR,TOTAL SA  ORD,CM3XPB-S,TRUE,TOTAL SA  ORD,Total Sa  Ord,878419642,15853349,881502167,
0011M0-E,G8VDR1-S-US,TRAVELERS COS INC  CL A,G8VDR1-S,TRUE,TRAVELERS COS INC  CL A,Travelers Cos Inc  Cl A,22997489,149044,20442875,
0011M0-E,DSCKQV-S-US,TWENTY FIRST CENTURY FOX INC  CL A,DSCKQV-S,FALSE,,,,,-,-
0011M0-E,JWJQ9G-S-US,TWENTY FIRST CENTURY FOX INC  CL B,JWJQ9G-S,FALSE,,,,,-,-
0011M0-E,DB740W-S-CH,UBS GROUP AG  ORD REG,DB740W-S,TRUE,UBS GROUP AG  ORD REG,Ubs Group Ag  Ord Reg,1546710324,129000027,1562190327,
0011M0-E,FZS6F4-S-IT,UNICREDIT SPA  ORD,FZS6F4-S,TRUE,UNICREDIT SPA  ORD,Unicredit Spa  Ord,1491860169,118728292,1523513133,
0011M0-E,HLVZYD-S-US,UNILEVER NV  NY SH,HLVZYD-S,TRUE,UNILEVER NV  NY SH,Unilever Nv  Ny Sh,2829959,45571,2656334,
0011M0-E,FFW2T8-S-US,UNILEVER PLC  ADR,FFW2T8-S,TRUE,UNILEVER PLC  ADR,Unilever Plc  Adr,299860,4700,271284,
0011M0-E,B2DTQ7-S-US,UNION PACIFIC CORP  COM,B2DTQ7-S,TRUE,UNION PACIFIC CORP  COM,Union Pacific Corp  Com,715966536,4167442,696796302,
0011M0-E,C6M0W9-S-US,UNITED PARCEL SERVICE INC  CL B,C6M0W9-S,FALSE,,,,,-,-
0011M0-E,K6TLGQ-S-US,UNITED TECHNOLOGIES CORP  COM,K6TLGQ-S,TRUE,UNITED TECHNOLOGIES CORP  COM,United Technologies Corp  Com,2039794400,15336800,1976760152,
0011M0-E,R4SVX3-S-US,UNITEDHEALTH GROUP INC  COM,R4SVX3-S,TRUE,UNITEDHEALTH GROUP INC  COM,Unitedhealth Group Inc  Com,1545025789,6300827,1557942484,
0011M0-E,QQ57WH-S-US,US BANCORP/DE  COM,QQ57WH-S,TRUE,US BANCORP/DE  COM,Us Bancorp/De  Com,5043893,94721,4564605,
0011M0-E,RGW4H5-S-US,VERIZON COMMUNICATIONS INC  COM,RGW4H5-S,TRUE,VERIZON COMMUNICATIONS INC  COM,Verizon Communications Inc  Com,319715,5500,325215,
0011M0-E,JS7D8K-S-US,VISA INC  CL A,JS7D8K-S,TRUE,VISA INC  CL A,Visa Inc  Cl A,636732,3600,562284,
0011M0-E,DVTV6F-S-US,VMWARE INC  CL A,DVTV6F-S,TRUE,VMWARE INC  CL A,Vmware Inc  Cl A,3338362,19700,3556047,
0011M0-E,KM5HS2-S-US,VULCAN MATERIALS CO  COM,KM5HS2-S,TRUE,VULCAN MATERIALS CO  COM,Vulcan Materials Co  Com,6465690,46200,5470080,
0011M0-E,QSFJYG-S-US,WALGREENS BOOTS ALLIANCE  COM,QSFJYG-S,TRUE,WALGREENS BOOTS ALLIANCE  COM,Walgreens Boots Alliance  Com,257682,4669,295408,
0011M0-E,DWPYXW-S-US,WALMART INC  COM,DWPYXW-S,TRUE,WALMART INC  COM,Walmart Inc  Com,18486749,164590,16052463,
0011M0-E,K8YTSW-S-US,WALT DISNEY CO  COM,K8YTSW-S,TRUE,WALT DISNEY CO  COM,Walt Disney Co  Com,156362642,1093598,121422186,
0011M0-E,W0ZHJJ-S-US,WEATHERFORD INTERNATIONAL PLC  COM,W0ZHJJ-S,TRUE,WEATHERFORD INTERNATIONAL PLC  COM,Weatherford International Plc  Com,2555309,53235600,37158449,
0011M0-E,G4G3T4-S-US,WELLS FARGO & CO  COM,G4G3T4-S,TRUE,WELLS FARGO & CO  COM,Wells Fargo & Co  Com,3898999782,81808640,3952993485,
0011M0-E,R1BXSL-S-DE,WELLS FARGO & CO  PFD 5.875%,R1BXSL-S,TRUE,WELLS FARGO & CO  PFD 5.875%,Wells Fargo & Co  Pfd 5.875%,164667901,150772000,-,-
0011M0-E,CGFX37-S-JP,YAMAHA MOTOR CO LTD  ORD,CGFX37-S,TRUE,YAMAHA MOTOR CO LTD  ORD,Yamaha Motor Co Ltd  Ord,264890435,14753100,341996023,16510900
0011M0-E,GZV1DC-S-US,ZAYO GROUP HOLDINGS INC  COM,GZV1DC-S,TRUE,ZAYO GROUP HOLDINGS INC  COM,Zayo Group Holdings Inc  Com,953645854,28758922,817328563,
